UF;MUNICÍPIO;CARGO;NOME DO CANDIDATO;NOME NA URNA;DS_SIT_TOT_TURNO
MA;CENTRO DO GUILHERME;VEREADOR;JOSE EDILSON DA SILVA;DILSON FERNANDES;ELEITO POR QP
MA;CENTRO DO GUILHERME;VEREADOR;JOSE LUIS BARBOSA DE MORAES;LUIS DO SINDICATO;ELEITO POR QP
SP;RAFARD;VEREADOR;LIDIANE APARECIDA BARBOZA DE OLIVEIRA;LIDIANE BARBOSA;ELEITO POR QP
MA;OLHO D'ÁGUA DAS CUNHÃS;VEREADOR;GEORGE ALVES OLIVEIRA;GEORGE MATOS;ELEITO POR QP
RS;ERNESTINA;VEREADOR;SILVANE APARECIDA VARGAS;SILVANE - NENA;ELEITO POR QP
MG;BELO HORIZONTE;VEREADOR;ELIZETE LOIDE GONÇALVES TAVARES;LOÍDE GONÇALVES;ELEITO POR QP
RS;PINHAL DA SERRA;VEREADOR;ELIANE BOEIRA DA COSTA;ELIANE;ELEITO POR QP
RS;GRAMADO;VEREADOR;ROBERTO CRISTIANO CICAROLLI CAVALLIN;ROBERTO CAVALLIN;ELEITO POR QP
RS;NOVA BOA VISTA;VEREADOR;NEURI STAGGEMEIER;NEURI STAGGEMEIER;ELEITO POR QP
BA;SANTA RITA DE CÁSSIA;VEREADOR;EMERSON DAMIÃO MENDES;EMERSON MENDES;ELEITO POR QP
BA;MUTUÍPE;VEREADOR;DANIEL DA SILVA FRANCISCO;DANIEL DO CAMINHÃO;ELEITO POR QP
CE;FORTIM;VEREADOR;CAMILA OLIVEIRA BARBOSA;DRA. CAMILA OLIVEIRA;ELEITO POR QP
CE;IGUATU;VEREADOR;JOSÉ WELLINGTON UCHÔA DE LIMA;DR WELLINGTON;ELEITO POR QP
SP;URUPÊS;VEREADOR;MAURO BARBOSA;MAURO BARBOSA;ELEITO POR QP
SC;JOSÉ BOITEUX;VEREADOR;JANDIR DE GRACIA;JANDIR GRILO;ELEITO POR QP
BA;UIBAÍ;VEREADOR;JUTAHI VIEIRA PAIVA;JOTINHA;ELEITO POR QP
CE;FARIAS BRITO;VEREADOR;FRANCISCO LOURENÇO DE ANDRADE;CHICÃO DA CANABRAVA;ELEITO POR QP
PA;AVEIRO;VEREADOR;FRANCILDO FEITOSA PACHECO;IRMÃO CILDO;ELEITO POR QP
ES;APIACÁ;VEREADOR;LINDOMAR ZACARIAS DA SILVA;MAZINHO RUSSO;ELEITO POR QP
CE;IBIAPINA;VEREADOR;LINDOMAR DE ARAUJO BRITO;LINDOMAR BRITO;ELEITO POR QP
SC;LAGES;VEREADOR;SUZANA PEREIRA MORAIS DUARTE;SUZANA DUARTE;ELEITO POR QP
PA;URUARÁ;VEREADOR;FRANCISCO RONALDO DOMINGOS DE SOUZA;RONALDO DOMINGOS;ELEITO POR QP
PB;ALAGOA GRANDE;VEREADOR;LUÍS LUCINDO DA SILVA;LUÍS LUCINDO;ELEITO POR QP
PB;ALAGOA GRANDE;VEREADOR;JOEDSON DA SILVA COUTINHO;ZE DO POVO;ELEITO POR QP
SC;PALHOÇA;VEREADOR;ELTON ESOMERICO DE QUADROS;ELTON;ELEITO POR QP
ES;ECOPORANGA;VEREADOR;NILSON TEIXEIRA DOS SANTOS;TCHOPILA;ELEITO POR QP
MA;BARÃO DE GRAJAÚ;VEREADOR;TEOTÔNIO ALVES DA COSTA NETO;TEOTÔNIO COSTA;ELEITO POR QP
SC;TRÊS BARRAS;VEREADOR;SIOMARA MUHLMANN CORRÊA;SIOMARA;ELEITO POR QP
PE;GLÓRIA DO GOITÁ;VEREADOR;JOSÉ KAIO FELIPE NERY;KAIO NERY;ELEITO POR QP
PI;BELA VISTA DO PIAUÍ;VEREADOR;ERICO VALDIR COELHO;ERICO VALDIR;ELEITO POR QP
PI;CAMPO GRANDE DO PIAUÍ;VEREADOR;HELVÍDIO BOAVENTURA DE SOUSA;HELVÍDIO BOAVENTURA;ELEITO POR QP
PR;CIDADE GAÚCHA;VEREADOR;CLAUDINEI RIBEIRO;PARANAVAI;ELEITO POR QP
SP;BÁLSAMO;VEREADOR;AILTON JOSE BERETA;BERETA;ELEITO POR QP
PR;CLEVELÂNDIA;VEREADOR;MARSOL MIGUEL DOLNY;PROFESSOR MARSOL;ELEITO POR QP
SP;BÁLSAMO;VEREADOR;VALDENICE SANTOS FERREIRA;VALDENICE;ELEITO POR QP
SP;BRAÚNA;VEREADOR;IVAIR SANTA ROSA;BAHIA;ELEITO POR QP
PR;FLORESTÓPOLIS;VEREADOR;MARINHO NOVAIS LUZ NETO;NETO LUZ;ELEITO POR QP
SC;BRUSQUE;VEREADOR;ANTÔNIO ROBERTO DOS SANTOS SILVA;ANTÔNIO ROBERTO;ELEITO POR QP
PR;NOVA LONDRINA;VEREADOR;HUGO JOSÉ PINTO VEIT;HUGO VEIT;ELEITO POR QP
RS;RONDINHA;VEREADOR;IDEMAR VICENTE PALUDO;PALUDO;ELEITO POR QP
SC;VARGEÃO;VEREADOR;VANDERLEI GUBERT;VANDERLEI GUBERT;ELEITO POR QP
SP;POTIRENDABA;VEREADOR;SIRDELI REGINA DO PATROCINIO;DELLA DA SAÚDE;ELEITO POR QP
GO;BOM JESUS DE GOIÁS;VEREADOR;MARCIO FERNANDES NAVES;MARCIO MARELO;ELEITO POR QP
MG;DESTERRO DO MELO;VEREADOR;ITAMAR MEIRELES CAMPOS;MANINHO;ELEITO POR QP
MG;FELISBURGO;VEREADOR;ALESSANDRO BRAGA SOUTO;LEO DE GLORIA;ELEITO POR QP
MG;FELISBURGO;VEREADOR;JOSE LEANDRO PEREIRA DE CARVALHO;LÉO DE PRISCILA ;ELEITO POR QP
SP;SOROCABA;VEREADOR;PERICLES REGIS MENDONÇA DE LIMA;PÉRICLES RÉGIS;ELEITO POR QP
MG;ITAIPÉ;VEREADOR;NEUBERT VIEIRA GONÇALVES;NEUBERT;ELEITO POR QP
SE;CANINDÉ DE SÃO FRANCISCO;VEREADOR;KLEBER GUILHERME ALVES DOS SANTOS FEITOSA;KLEBINHO FEITOSA;ELEITO POR QP
SP;SOROCABA;VEREADOR;FABIO SIMOA MENDES DO CARMO LEITE;FABIO SIMOA;ELEITO POR QP
MG;NOVA BELÉM;VEREADOR;FERNANDA APARECIDA HERCULANO DE SOUZA;FERNANDA HERCULANO;ELEITO POR QP
MG;SÃO SEBASTIÃO DO ANTA;VEREADOR;ANDREA ANDRADE CORREA DUARTE;ANDREA DA APAE;ELEITO POR QP
MG;VESPASIANO;VEREADOR;MICHELLE CRISTINA DE ALMEIDA FIAL;MICHELLE FIAL;ELEITO POR QP
PA;GARRAFÃO DO NORTE;VEREADOR;BENEDITO EDVAL DA CRUZ;BENEZINHO DO CASTANHALZINHO;ELEITO POR QP
SP;GUAIMBÊ;VEREADOR;ADNILSON POLIZATTO JUNIOR;JUNINHO POLIZATTO;ELEITO POR QP
SP;GUARUJÁ;VEREADOR;ALEXANDRE ALVES MOREIRA;ALEXANDRE ALVES;ELEITO POR QP
GO;MUTUNÓPOLIS;VEREADOR;GERALDO ROBERTO DOS SANTOS;PASTOR GERALDO;ELEITO POR QP
GO;NOVA AMÉRICA;VEREADOR;TIAGO MARQUES DOS ANJOS;TIAGO DA VAN;ELEITO POR QP
MT;ÁGUA BOA;VEREADOR;DEMILSON AUGUSTO DE CARVALHO;BICHO;ELEITO POR QP
SP;ITAPETININGA;VEREADOR;JÚLIA MARTINS NERY;JÚLIA NERY;ELEITO POR QP
GO;SANTA ROSA DE GOIÁS;VEREADOR;NELSON ALVES DE BRITO;NELSON - PINTIM;ELEITO POR QP
PA;VIGIA;VEREADOR;LUIS MANOEL CAMPOS MONTEIRO;PROFESSOR LUIZINHO BRITO;ELEITO POR QP
MA;SÃO DOMINGOS DO AZEITÃO;VEREADOR;KALLYL SILVA FERREIRA;KALLYL FERREIRA;ELEITO POR QP
SP;JAÚ;VEREADOR;TITO COLÓ NETO;TITO COLÓ;ELEITO POR QP
TO;SANTA ROSA DO TOCANTINS;VEREADOR;ALCIONE FERREIRA DE MENEZES;ALCIONE ELETRICISTA;ELEITO POR QP
PE;PALMARES;VEREADOR;THIAGO PATRICIO SIQUEIRA DE OLIVEIRA;THIAGO PATRICIO;ELEITO POR QP
AM;BENJAMIN CONSTANT;VEREADOR;BRUNO BARBOSA MACIEL;BRUNO DA PESCA;ELEITO POR QP
AM;NHAMUNDÁ;VEREADOR;SENILDO LUZ BITENCOURT;NILDÃO;ELEITO POR QP
BA;CACULÉ;VEREADOR;LUIZ CARLOS PEREIRA;LUIZÃO;ELEITO POR QP
SC;TIJUCAS;VEREADOR;NADIR OLINDINA AMORIM;NADIR DA SAÚDE;ELEITO POR QP
BA;CATOLÂNDIA;VEREADOR;ADAILTON DE ALMEIDA SUBRINHO;ADAILTON;ELEITO POR QP
SC;TIJUCAS;VEREADOR;CLÁUDIO EDUARDO DE SOUZA;CLÁUDIO DO JORNAL;ELEITO POR QP
BA;CRUZ DAS ALMAS;VEREADOR;EDUARDO PEREIRA DOS SANTOS RODRIGUES;BARRIGA DA OFICINA;ELEITO POR QP
BA;CRUZ DAS ALMAS;VEREADOR;WILLIAM JOSE LORDELO SILVA;PROFESSOR LILO LORDELO;ELEITO POR QP
PI;MURICI DOS PORTELAS;VEREADOR;LUCAS MATEUS COSTA CARDÔSO;LUCAS TRATORZINHO;ELEITO POR QP
RS;PORTO VERA CRUZ;VEREADOR;LEOMAR ADAMSKI;LEOMAR GAITERO;ELEITO POR QP
RS;SÃO JOSÉ DO HORTÊNCIO;VEREADOR;PAULO ADRIANO KUNZLER;PAULO ADRIANO KUNZLER;ELEITO POR QP
PR;SÃO JOSÉ DOS PINHAIS;VEREADOR;ANDREI GUSTAVO GONDRO;ANDREI GONDRO;ELEITO POR QP
PB;QUEIMADAS;VEREADOR;FABLICIA MACIEL BEZERRA MEDEIROS;FABLICIA DE CHIQUINHO MACIEL;ELEITO POR QP
MG;CRISTÁLIA;VEREADOR;MICHAEL ROGERES SOARES DE SOUSA;ROGE DE VALMIR;ELEITO POR QP
PB;SANTA LUZIA;VEREADOR;GABRIEL MEDEIROS DA NÓBREGA;GABRIEL NÓBREGA;ELEITO POR QP
PB;SANTA RITA;VEREADOR;SEVERINO FARIAS DE FRANÇA;FARIAS;ELEITO POR QP
MG;ITACAMBIRA;VEREADOR;JOSÉ PEREIRA MOURÃO;DEGA;ELEITO POR QP
MG;JAMPRUCA;VEREADOR;ROBSON NUNES DE SOUZA;ROBINHO DA PRATA;ELEITO POR QP
MG;MADRE DE DEUS DE MINAS;VEREADOR;OTHON JOSÉ ARAÚJO FAJARDO;OTHON;ELEITO POR QP
MG;MATIPÓ;VEREADOR;LUIS MARCIO DE PAULA;LUIS MARCIO;ELEITO POR QP
PI;ELISEU MARTINS;VEREADOR;RISOLENE BORGES DE BRITO;RISOLENE BORGES;ELEITO POR QP
SP;UBATUBA;VEREADOR;ROGÉRIO FREDIANI;ROGÉRIO FREDIANI;ELEITO POR QP
SP;VOTUPORANGA;VEREADOR;MARCOS SILVÉRIO MORENO CAMARGO;SARGENTO MARCOS MORENO;ELEITO POR QP
RS;BOA VISTA DO INCRA;VEREADOR;RODRIGO MIRANDA DE ALBURQUERQUE;RODRIGO ALBUQUERQUE;ELEITO POR QP
RS;GRAMADO DOS LOUREIROS;VEREADOR;EVANDRO RIBEIRO PERERA;EVANDRO PERERA;ELEITO POR QP
PA;ALENQUER;VEREADOR;JOÃO CARLOS SANTOS CHAGAS;JOAO CAMBRAIA;ELEITO POR QP
RS;LAGOÃO;VEREADOR;JOÃO BELAZI SOARES;BELAZI;ELEITO POR QP
TO;RIACHINHO;VEREADOR;DANIL FREITAS DE OLIVEIRA;DANIL FREITAS;ELEITO POR QP
RS;RELVADO;VEREADOR;CLENIR ROSA MARQUES MARTINI;CLENIR MARTINI;ELEITO POR QP
RS;NOVO CABRAIS;VEREADOR;ALVARO LUIZ SCHEFFEL;TITO;ELEITO POR QP
RS;PINHAL GRANDE;VEREADOR;VALDOCI JOSE SCAPIN FACCIN;VALDOCI FACCIN VALDÃO DO POVÃO;ELEITO POR QP
AL;JARAMATAIA;VEREADOR;FLAVIA BARBOSA;FLÁVIA DO MÁRCIO GOMES;ELEITO POR QP
PA;MONTE ALEGRE;VEREADOR;LAURIMAR GOMES DE SOUZA;LARI LARI;ELEITO POR QP
BA;MURITIBA;VEREADOR;RICARDO FREITAS DOS SANTOS;RICARDO DA OI;ELEITO POR QP
MG;CONCEIÇÃO DO MATO DENTRO;VEREADOR;GLEICIERREZ MARTINS DE ARAUJO;GLEICIERREZ MARTINS;ELEITO POR QP
BA;PAU BRASIL;VEREADOR;LUZINETH MUNIZ PATAXÓ;LUZINETH PATAXÓ;ELEITO POR QP
BA;AMÉRICA DOURADA;VEREADOR;ANTONIO CARLOS DE BRITO TOMÉ;TOMÉ;ELEITO POR QP
PA;SENADOR JOSÉ PORFÍRIO;VEREADOR;MAYCON YAN SOUZA ALBUQUERQUE;YAN ALBUQUERQUE;ELEITO POR QP
BA;AMÉRICA DOURADA;VEREADOR;UEMSON DIONE ARAUJO DA SILVA;DIONE DO MULUNGU;ELEITO POR QP
BA;SÃO DESIDÉRIO;VEREADOR;JOÃO NERES DE CARVALHO FILHO;NERITO CARVALHO;ELEITO POR QP
BA;UAUÁ;VEREADOR;JOSÉ ANTONIO DIAS NOGUEIRA;ZÉ ANTÔNIO;ELEITO POR QP
PB;INGÁ;VEREADOR;FABIO VINICIUS BACALHAU DE OLIVEIRA;VINICIUS BACALHAU;ELEITO POR QP
PE;BOM JARDIM;VEREADOR;EDGAR BARBOSA DE MIRANDA LIRA;EDGAR LIRA;ELEITO POR QP
BA;ITAPICURU;VEREADOR;UIRASSU NASCIMENTO DE ALMEIDA;SASSU;ELEITO POR QP
PE;BOM JARDIM;VEREADOR;EDMILSON LUIZ DE LIMA;MISSO DO POSTO;ELEITO POR QP
BA;ITAPICURU;VEREADOR;EDEMILSON BATISTA DOS SANTOS;MIR DO CATU;ELEITO POR QP
PE;CATENDE;VEREADOR;JOSE JONAS ALVES DE OLIVEIRA;JONAS ALVES;ELEITO POR QP
PE;CATENDE;VEREADOR;EMERSON ERINALDO GONÇALVES DA SILVA;EMERSON CAIGA;ELEITO POR QP
PR;SANTO ANTÔNIO DO SUDOESTE;VEREADOR;CAMILA REGINA RODRIGUES;CAMILA RODRIGUES;ELEITO POR QP
PE;OROCÓ;VEREADOR;IGHOR ROBERTO DE SOUZA CRATEU ARAUJO;IGHOR DE TATÁ;ELEITO POR QP
PE;SÃO JOÃO;VEREADOR;RENATO VIRGULINO RODRIGUES;RENATO VIRGULINO;ELEITO POR QP
MG;SENADOR JOSÉ BENTO;VEREADOR;FABIANA ATILIA DO COUTO;FABIANA;ELEITO POR QP
PI;IPIRANGA DO PIAUÍ;VEREADOR;ANTONIO RIBEIRO DANTAS NETO;ANTONIO DAS MOTOS;ELEITO POR QP
CE;ORÓS;VEREADOR;RAFAEL SILVA DE FREITAS;DR. RAFAEL FILHO DE NONATO;ELEITO POR QP
PI;OLHO D'ÁGUA DO PIAUÍ;VEREADOR;VILEIG MENDONÇA DO VALE;VILEIG DO VALE;ELEITO POR QP
PI;SÃO JOSÉ DO DIVINO;VEREADOR;FRANCISCO MARCELO DE CARVALHO SOUSA;PROF. MARCELO;ELEITO POR QP
RR;AMAJARI;VEREADOR;VASTÍ VALERIA SANTOS DA SILVA;VASTÍ ;ELEITO POR QP
RS;BROCHIER;VEREADOR;MARCO ROBERTO RASCHE;MARCO RASCHE;ELEITO POR QP
PR;CÉU AZUL;VEREADOR;TELMO DA SILVA CARDOSO;TELMO CARDOSO;ELEITO POR QP
GO;SANTA FÉ DE GOIÁS;VEREADOR;WENDEL NERY DE SOUSA;DEQUINHA;ELEITO POR QP
MT;NOVA XAVANTINA;VEREADOR;JUBIO CARLOS MONTEL DE MORAES;JUBINHA;ELEITO POR QP
RS;CANOAS;VEREADOR;JOSÉ CARLOS PATRICIO;PATRICIO;ELEITO POR QP
PR;HONÓRIO SERPA;VEREADOR;NEI DE LIMA;LIMA DA OFICINA;ELEITO POR QP
MA;SÃO FÉLIX DE BALSAS;VEREADOR;WILSON MARTINS OLIVEIRA;WILSON MARTINS;ELEITO POR QP
RS;SÃO PEDRO DO SUL;VEREADOR;JEFFERSON LENZ;KINHA;ELEITO POR QP
AL;TAQUARANA;VEREADOR;STEFANY PEREIRA DE OLIVEIRA HIGINO;STEFANY HIGINO;ELEITO POR QP
RS;JÓIA;VEREADOR;JOSÉ LUCAS DA SILVA;LUCAS SILVA;ELEITO POR QP
MG;BOA ESPERANÇA;VEREADOR;DELBER AUGUSTO DE ARAUJO;DELBER RAIO-X;ELEITO POR QP
BA;BRUMADO;VEREADOR;JOAO VITOR MOURA VASCONCELOS;JOAO VASCONCELOS;ELEITO POR QP
SC;TURVO;VEREADOR;RENATO OSVALDINO FAVARO;RENATO FAVARO;ELEITO POR QP
SC;VIDAL RAMOS;VEREADOR;FABIO ADELINO FACHI;FABIO BACHI;ELEITO POR QP
BA;NOVA SOURE;VEREADOR;GERALDO BISCARDE JUNIOR;GERALDINHO;ELEITO POR QP
SP;APARECIDA D'OESTE;VEREADOR;MARIO RICARDO ROSSI;MARIO ROSSI;ELEITO POR QP
BA;SALVADOR;VEREADOR;ROBERTA NUNES CAIRES;ROBERTA CAIRES;ELEITO POR QP
PR;PEROBAL;VEREADOR;SIDINEY RAFAEL ALVES;SIDINEY RAFAEL;ELEITO POR QP
SP;BORÁ;VEREADOR;DANILO PIETRO;DANILO DO AÇOUGUE;ELEITO POR QP
SP;BORÁ;VEREADOR;IVANETE MAXIMINA DE CARVALHO;NETE;ELEITO POR QP
PR;TOLEDO;VEREADOR;OSEIAS SOARES DOS SANTOS;PROFESSOR OSEIAS;ELEITO POR QP
MG;PAIVA;VEREADOR;HOMERO CANDIDO BENTO;HOMERO CUEI;ELEITO POR QP
SP;CERQUILHO;VEREADOR;SÍLVIO SANTOS MELLO;SILVIO SANTOS;ELEITO POR QP
CE;PENTECOSTE;VEREADOR;MARIA ELIZANGELA BARBOSA FARIAS;ELIZANGELA DO PAULINHO NICÓ;ELEITO POR QP
SP;CERQUILHO;VEREADOR;ANTONIO CARLOS LEITE RIBEIRO;ANTONIO CARLOS TONICO CIPATEX;ELEITO POR QP
CE;PIRES FERREIRA;VEREADOR;FRANCISCO DAS CHAGAS TORRES JUNIOR;TORRIM;ELEITO POR QP
SP;DESCALVADO;VEREADOR;FELIX AQUINO FAVARETO;FELIX FAVARETO;ELEITO POR QP
MG;RIO MANSO;VEREADOR;TIAGO VINICIUS DE MENEZES;TIAGO DA TITE;ELEITO POR QP
MG;SÃO JOÃO DO PARAÍSO;VEREADOR;ELY RODRIGUES DE ALMEIDA;ELY;ELEITO POR QP
RN;IELMO MARINHO;VEREADOR;JUNIOR NUNES CABRAL;JUNIOR DO MERCADINHO;ELEITO POR QP
RN;IPANGUAÇU;VEREADOR;RAYRIS DE OLIVEIRA ALVES;RAY DAS PEDRINHAS;ELEITO POR QP
MG;TOMBOS;VEREADOR;AMANDA DIAS LAZZARONI;AMANDA LAZZARONI;ELEITO POR QP
SP;MOGI DAS CRUZES;VEREADOR;MARCOS PAULO TAVARES FURLAN;MARCOS FURLAN;ELEITO POR QP
RS;AMETISTA DO SUL;VEREADOR;GLEIDER ANTONIO ZATTI;ZATTI;ELEITO POR QP
SP;MOGI MIRIM;VEREADOR;MARCOS ANTONIO FRANCO;MARCOS GAUCHO;ELEITO POR QP
RS;CARLOS GOMES;VEREADOR;DIRCEU MARIO GLANER;DIRCEU;ELEITO POR QP
RS;CARLOS GOMES;VEREADOR;ROBERTO JOSÉ STODULSKI;ROBERTO;ELEITO POR QP
RS;CIRÍACO;VEREADOR;PEDRO ASSIS DA LUZ;PEDRINHO DA LUZ;ELEITO POR QP
MA;COELHO NETO;VEREADOR;RAFAEL OLIVEIRA CRUZ;RAFAEL CRUZ;ELEITO POR QP
MA;TURILÂNDIA;VEREADOR;MIZAEL BRITO SOARES;MIZAEL SOARES;ELEITO POR QP
AM;CAREIRO DA VÁRZEA;VEREADOR;LUAN CRISTHIAN DE OLIVEIRA CORREA;LUAN CORREA;ELEITO POR QP
MG;ALTEROSA;VEREADOR;DOMILSON DOS REIS COELHO;DOMILSON COELHO;ELEITO POR QP
MG;ALTEROSA;VEREADOR;RAFAEL AUGUSTO GOMES;RAFAEL ALEMÃO;ELEITO POR QP
SC;IBIAM;VEREADOR;CLOVIS JOÃO DE SOUZA;CLOVIS SOUZA;ELEITO POR QP
SP;PONGAÍ;VEREADOR;OZÓRIO MENDES;OZÓRIO MENDES;ELEITO POR QP
BA;LAURO DE FREITAS;VEREADOR;JURACI SANTOS SOUZA;BALA;ELEITO POR QP
SP;SALES OLIVEIRA;VEREADOR;FABIO HENRIQUE BORGES;FABIO BORGES;ELEITO POR QP
SP;BALBINOS;VEREADOR;FABIO ZEQUIN LUIZÃO;FÁBIO FUBÁ;ELEITO POR QP
SP;BARRETOS;VEREADOR;TIAGO JOSE COSTA ALVES;TIAGÃO ALVES;ELEITO POR QP
SP;VALPARAÍSO;VEREADOR;JOSÉ LUÍS DOS SANTOS;ZEZÃO CAPOEIRA;ELEITO POR QP
PR;SERTANÓPOLIS;VEREADOR;PAULO DA SILVA PEREIRA;BALU DA AUTO ELÉTRICA;ELEITO POR QP
PA;CANAÃ DOS CARAJÁS;VEREADOR;CLEVIS AUGUSTO CORREIA;CRIATURA;ELEITO POR QP
TO;RIO DOS BOIS;VEREADOR;RAIMUNDO HENRIQUE BRITO ARAUJO;RAIMUNDO FOEN;ELEITO POR QP
BA;RIO DE CONTAS;VEREADOR;DERALDO PEREIRA SILVA NETO;DERA DE MARUSA;ELEITO POR QP
BA;SANTA TEREZINHA;VEREADOR;JULIVAL OLIVEIRA CORREIA;JULIVAL OLIVEIRA;ELEITO POR QP
CE;GUARACIABA DO NORTE;VEREADOR;HELENA MARCIA MARTINS RODRIGUES;HELENA MARCIA;ELEITO POR QP
CE;GUARACIABA DO NORTE;VEREADOR;CARLA CRISTIANE DE ARAUJO CARVALHO;CARLA CRISTIANE;ELEITO POR QP
RN;JARDIM DE ANGICOS;VEREADOR;ANTONIO JOÃO DE SOUZA NETO;SOUZA NETO;ELEITO POR QP
PB;SALGADINHO;VEREADOR;DAMIÃO CARLOS DE OLIVEIRA;KAKA GUSTAVO;ELEITO POR QP
PB;SALGADO DE SÃO FÉLIX;VEREADOR;ANA KAROLYNNE DE ARAÚJO NEVES DOS ANJOS;KAROL DE PULUCA;ELEITO POR QP
PB;SALGADO DE SÃO FÉLIX;VEREADOR;EMMANUEL DOUGLAS TAVARES NEVES;NUELL;ELEITO POR QP
CE;PACAJUS;VEREADOR;ODALIANA ALVES DE OLIVEIRA;ODALIANA ALVES;ELEITO POR QP
SP;GUAPIARA;VEREADOR;FLAVIO RODRIGUES ALVES;BAGALU DA SAUDE;ELEITO POR QP
SP;GUARAÇAÍ;VEREADOR;PATRICIA CRISTINA CAETANO DO NASCIMENTO;PATRICIA CAETANO;ELEITO POR QP
SP;GUARAÇAÍ;VEREADOR;ANDREIA CRISTINA SILVA DOS SANTOS;ANDREIA ENFERMEIRA;ELEITO POR QP
ES;LINHARES;VEREADOR;JOHNATAN DEPOLLO;JOHNATAN MARAVILHA;ELEITO POR QP
RS;MONTE ALEGRE DOS CAMPOS;VEREADOR;ROBERTO POLETTO;BETO LOCO;ELEITO POR QP
PI;FRANCISCO SANTOS;VEREADOR;PEDRO FRANSUESLEY DA SILVA;PEDRO;ELEITO POR QP
GO;DOVERLÂNDIA;VEREADOR;ANTONIO SENILSON PEREIRA DE RESENDE;SENILSON;ELEITO POR QP
GO;DOVERLÂNDIA;VEREADOR;NELSON VIEIRA DOS SANTOS;NELSON BAIANO;ELEITO POR QP
PR;ENGENHEIRO BELTRÃO;VEREADOR;ROSANA MARANHO GENOVEZ;ROSANA MARANHO DA SAÚDE;ELEITO POR QP
MA;CAJAPIÓ;VEREADOR;SENILSON ARAUJO DIAS;SENILSON DIAS;ELEITO POR QP
MA;CAJARI;VEREADOR;KLESSON ROGERIO COELHO;ROGERIO DO GAS;ELEITO POR QP
BA;TABOCAS DO BREJO VELHO;VEREADOR;JOÃO RODRIGUES DE ALMEIDA;JOÃO DO INACIO;ELEITO POR QP
CE;UBAJARA;VEREADOR;MANUEL MARCONDES DE SOUSA;MARCONDES;ELEITO POR QP
SP;SILVEIRAS;VEREADOR;MARCO AURÉLIO GONÇALVES FERREIRA DINIZ;MARCO AURÉLIO;ELEITO POR QP
MA;POÇÃO DE PEDRAS;VEREADOR;JOAQUIM ELÓI DE SOUZA FILHO;JOAQUIM FILHO;ELEITO POR QP
RS;TOROPI;VEREADOR;MOACIR DE MOURA NAISSINGER;MOACIR NAISSINGER;ELEITO POR QP
MG;BOM SUCESSO;VEREADOR;JOÃO PAULO APARECIDO CARVALHO;JOÃO PAULO DA CONTABILIDADE;ELEITO POR QP
MG;CAPETINGA;VEREADOR;JOÉLCIO XAVIER DA SILVA;JOELCIO XAVIER;ELEITO POR QP
MA;PERITORÓ;VEREADOR;CAMILA LIMA DE SOUSA SILVA;CAMILA DO CHICO MIGUEL;ELEITO POR QP
MG;CONCEIÇÃO DA APARECIDA;VEREADOR;ISAIAS TEIXEIRA DA COSTA;ISAIAS TEIXEIRA;ELEITO POR QP
MG;DESTERRO DE ENTRE RIOS;VEREADOR;MOCRÁCIO JOSÉ RIBEIRO;MOCRÁCIO RIBEIRO;ELEITO POR QP
MA;PERITORÓ;VEREADOR;ROMARIO DE MESQUITA GARRIDO;ROMARIO GARRIDO;ELEITO POR QP
MA;SÃO JOÃO DO PARAÍSO;VEREADOR;JOÃO BATISTA ANDRADE SOUSA REIS;PRETO REIS;ELEITO POR QP
MG;ESPINOSA;VEREADOR;LAUDINEIA PEREIRA DA SILVA;NEIA DO SINDICATO;ELEITO POR QP
SE;GENERAL MAYNARD;VEREADOR;NADSON NARCISO SANTOS;NAL;ELEITO POR QP
SE;MARUIM;VEREADOR;ELIZANDRO COSTA DE ARAUJO;SANDRO DE DOUTOR;ELEITO POR QP
MA;SÃO LUÍS;VEREADOR;JOSE RAIMUNDO ALVES SENA JUNIOR;NATO JR;ELEITO POR QP
PA;IGARAPÉ-MIRI;VEREADOR;RAIMUNDO DA CONCEICAO NAHUM;NETO NAHUM;ELEITO POR QP
MA;SÃO LUÍS;VEREADOR;WENDELL ARAGÃO MARTINS;WENDELL MARTINS;ELEITO POR QP
MG;NACIP RAYDAN;VEREADOR;MAURICIO ANTÔNIO VIEIRA DO NASCIMENTO;DR MAURICIO ANTONIO;ELEITO POR QP
PB;AREIAL;VEREADOR;CRISTINA ALVES BALBINO DE SALES;CRISTINA DE ADRIANO;ELEITO POR QP
MG;SERRANIA;VEREADOR;MATHEUS GONÇALVES BUENO;MATHEUS DO TONINHO DA FARMACIA;ELEITO POR QP
MG;SERRANIA;VEREADOR;ADYBBI VASCONCELOS DIAS NEDER;ADYBBI NEDER;ELEITO POR QP
PE;DORMENTES;VEREADOR;PAULO DE MACEDO EVANGELISTA;PAULO MACEDO;ELEITO POR QP
PI;BARREIRAS DO PIAUÍ;VEREADOR;AMON PINHÃO BARREIRA;AMON BARREIRA;ELEITO POR QP
PI;CALDEIRÃO GRANDE DO PIAUÍ;VEREADOR;ENNIO DA COSTA GONÇALVES;ENNIO GONÇALVES;ELEITO POR QP
PI;JACOBINA DO PIAUÍ;VEREADOR;RAIMUNDO DE CARVALHO DAMASCENO;RAIMUNDO;ELEITO POR QP
SP;MONTEIRO LOBATO;VEREADOR;JOÃO FRANCISCO DA SILVA;JOÃO CUNHA;ELEITO POR QP
